"","X1","record_id","policy_id","entry_type","correct_type","update_type","update_level","description","date_announced","date_start","date_end","country","ISO_A3","ISO_A2","init_country_level","domestic_policy","province","city","type","type_sub_cat","type_text","institution_status","target_country","target_geog_level","target_region","target_province","target_city","target_other","target_who_what","target_direction","travel_mechanism","compliance","enforcer","index_high_est","index_med_est","index_low_est","index_country_rank","link","date_updated","recorded_date"
"91",329,"R_1DOpJBaZDVf4diuAr",405096,"new_entry","correction",NA,NA,"From the 23rd of March South Australian government issues direction to close all defined premises and prohibits members of the public from entering those premises.

Defined Premises: hotels, bars, clubs; casinos; gyms; indoor sporting venues and sporting club buildings; public pools; cinemas, theatres, and any entertainment venues; restaurants and cafes; places of worship; wedding and funeral venues",2020-03-22,2020-03-23,2020-06-01,"Australia","AUS","AU","Provincial",0,"SA",NA,"Restriction and Regulation of Businesses","Commercial Businesses",NA,NA,"Australia",NA,NA,"South Australia",NA,NA,"All (Travelers + Residents)",NA,NA,"Mandatory with Fines","Provincial/State Government",52.5846622043564,51.62199425634,50.5668693379512,65,NA,2020-12-03,2020-12-03 09:37:24
"92",330,"R_1db1d4cwdmLDX3vDv",7369938,"new_entry","original",NA,NA,"In Queensland, Australia a person who controls, owns or operates a non-essential business or undertaking is not allowed to operate the business from Monday, 12pm on 23 March 2020 until the end of the declared public health emergency unless replaced or revoked. Non-essential businesses include theme parks, registered and license clubs, entertainment venues, places of worship, fitness centers, and funerals where the gathering exceeds one person per 4 square meters and there is no social distancing.",2020-03-23,2020-03-23,2020-03-25,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is allowed to open with conditions","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-07-20,2020-07-20 17:56:50
"93",331,"R_1db1d4cwdmLDX3vAk",7369938,"new_entry","original",NA,NA,"In Queensland, Australia a person who controls, owns or operates a non-essential business or undertaking is not allowed to operate the business from Monday, 12pm on 23 March 2020 until the end of the declared public health emergency unless replaced or revoked. Non-essential businesses include theme parks, registered and license clubs, entertainment venues, places of worship, fitness centers, and funerals where the gathering exceeds one person per 4 square meters and there is no social distancing.",2020-03-23,2020-03-23,2020-03-25,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Restriction and Regulation of Businesses","Bars",NA,"This type of business  (""Bars"") is closed/locked down","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-07-20,2020-07-20 17:56:50
"94",332,"R_1db1d4cwdmLDX3vCl",7369938,"new_entry","original",NA,NA,"In Queensland, Australia a person who controls, owns or operates a non-essential business or undertaking is not allowed to operate the business from Monday, 12pm on 23 March 2020 until the end of the declared public health emergency unless replaced or revoked. Non-essential businesses include theme parks, registered and license clubs, entertainment venues, places of worship, fitness centers, and funerals where the gathering exceeds one person per 4 square meters and there is no social distancing.",2020-03-23,2020-03-23,2020-03-25,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Restriction and Regulation of Businesses","Other Businesses",NA,"This type of business  (""Other Businesses"") is closed/locked down","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-07-20,2020-07-20 17:56:50
"95",333,"R_3PZBJEqbSNU3suGDv",8504979,"new_entry","original",NA,NA,"On 22 March 2020, the Australian Government announced that as of midday local time 23 March 2020, the following facilities will be closed: pubs, registered and licenced clubs (excluding bottle shops attached to these venues), hotels (excluding accommodation); gyms and indoor sporting venues; cinemas, entertainment venues, casinos, and night clubs; restaurants and cafes will be restricted to takeaway and/or home delivery; religious gatherings, places of worship or funerals (in enclosed spaces and other than very small groups and where the 1 person per 4 square metre rule applies).",2020-03-22,2020-03-23,2020-05-14,"Australia","AUS","AU","National",1,NA,NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is closed/locked down","Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Exceptions (Please list exceptions in the text entry)","National Government",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.pm.gov.au/media/update-coronavirus-measures-220320",2020-04-03,2020-04-03 17:51:57
"96",334,"R_3PZBJEqbSNU3suGAr",8504979,"new_entry","original",NA,NA,"On 22 March 2020, the Australian Government announced that as of midday local time 23 March 2020, the following facilities will be closed: pubs, registered and licenced clubs (excluding bottle shops attached to these venues), hotels (excluding accommodation); gyms and indoor sporting venues; cinemas, entertainment venues, casinos, and night clubs; restaurants and cafes will be restricted to takeaway and/or home delivery; religious gatherings, places of worship or funerals (in enclosed spaces and other than very small groups and where the 1 person per 4 square metre rule applies).",2020-03-22,2020-03-23,2020-05-14,"Australia","AUS","AU","National",1,NA,NA,"Restriction and Regulation of Businesses","Commercial Businesses",NA,"This type of business  (""Commercial Businesses"") is closed/locked down","Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Exceptions (Please list exceptions in the text entry)","National Government",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.pm.gov.au/media/update-coronavirus-measures-220320",2020-04-03,2020-04-03 17:51:57
"97",335,"R_3PZBJEqbSNU3suGCl",8504979,"new_entry","original",NA,NA,"On 22 March 2020, the Australian Government announced that as of midday local time 23 March 2020, the following facilities will be closed: pubs, registered and licenced clubs (excluding bottle shops attached to these venues), hotels (excluding accommodation); gyms and indoor sporting venues; cinemas, entertainment venues, casinos, and night clubs; restaurants and cafes will be restricted to takeaway and/or home delivery; religious gatherings, places of worship or funerals (in enclosed spaces and other than very small groups and where the 1 person per 4 square metre rule applies).",2020-03-22,2020-03-23,2020-05-14,"Australia","AUS","AU","National",1,NA,NA,"Restriction and Regulation of Businesses","Other Businesses",NA,"This type of business  (""Other Businesses"") is closed/locked down","Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Exceptions (Please list exceptions in the text entry)","National Government",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.pm.gov.au/media/update-coronavirus-measures-220320",2020-04-03,2020-04-03 17:51:57
"98",419,"R_2sZ3nJe2jlFMCe3Dl",3132734,"new_entry","original",NA,NA,"Tasmania, Australia: Libraries Tasmania public premises will temporarily close from Wednesday, 25 March 2020 until further notice.",2020-03-23,2020-03-23,NA,"Australia","AUS","AU","Provincial",1,"Tas",NA,"Restriction and Regulation of Government Services","Public libraries",NA,"This service provided by the government is provided with no conditions attached","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Other (Please specify in the text box)",52.5846622043564,51.62199425634,50.5668693379512,65,"https://coronavirus.tas.gov.au/media-releases/libraries-tasmania-temporary-closure",2020-07-02,2020-07-02 03:21:05
"99",444,"R_2YKFsqQh3D1aYe5Ct",4299367,"new_entry","original",NA,NA,"From the 23 March 2020 the Australian Parliament will be suspended until August. 

The House of Representatives resolved to adjourn ‘until a date and hour to be fixed by the Speaker’, while the Senate resolved that orders of the Senate relating to meeting days for 2020 be suspended until 11 August and that ‘the President shall alter the day and time of the next meeting of the Senate’ at the request or agreement of the Government and the Opposition.",2020-03-23,2020-03-23,2020-08-24,"Australia","AUS","AU","National",1,NA,NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","National Government",52.5846622043564,51.62199425634,50.5668693379512,65,"https://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/FlagPost/2020/April/COVID-19_and_parliamentary_sittings",2020-08-10,2020-08-10 16:26:57
"100",1,"R_33vbEOW6j69Sl77Dg",3144269,"new_entry","original",NA,NA,"22.03.2020: all schools in the the Australian Capital Territory will begin pupil-free days from March 24 until the end of holidays (April 26)",2020-03-22,2020-03-24,2020-04-26,"Australia","AUS","AU","Provincial",1,"ACT",NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below)",NA,"Primary Schools closed/locked down","Australia",NA,NA,"Australian Capital Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.covid19.act.gov.au/news-articles/confirmation-of-act-schools-response-to-covid-19",2020-04-24,2020-04-24 13:11:46
"101",2,"R_33vbEOW6j69Sl77Ec",3144269,"new_entry","original",NA,NA,"22.03.2020: all schools in the the Australian Capital Territory will begin pupil-free days from March 24 until the end of holidays (April 26)",2020-03-22,2020-03-24,2020-04-26,"Australia","AUS","AU","Provincial",1,"ACT",NA,"Closure and Regulation of Schools","Secondary Schools (generally for children ages 10 to 18)",NA,"Secondary Schools closed/locked down","Australia",NA,NA,"Australian Capital Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.covid19.act.gov.au/news-articles/confirmation-of-act-schools-response-to-covid-19",2020-04-24,2020-04-24 13:11:46
"102",3,"R_33vbEOW6j69Sl77Bo",3144269,"new_entry","original",NA,NA,"22.03.2020: all schools in the the Australian Capital Territory will begin pupil-free days from March 24 until the end of holidays (April 26)",2020-03-22,2020-03-24,2020-04-26,"Australia","AUS","AU","Provincial",1,"ACT",NA,"Closure and Regulation of Schools","Higher education institutions (i.e. degree granting institutions)",NA,"Higher education institutions closed/locked down","Australia",NA,NA,"Australian Capital Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.covid19.act.gov.au/news-articles/confirmation-of-act-schools-response-to-covid-19",2020-04-24,2020-04-24 13:11:46
"103",4,"R_2wFeVxvT3CxAvbgDg",7778287,"new_entry","original",NA,NA,"As of 23 March 2020, the Premier of NSW, Australia, has advised parents to keep their children at home however schools remain open to accommodate front-line workers.",2020-03-23,2020-03-24,NA,"Australia","AUS","AU","Provincial",1,"NSW",NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below)",NA,"Primary Schools allowed to open with no conditions","Australia",NA,NA,"New South Wales",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.nsw.gov.au/media-releases/new-covid-19-restrictions-begin-as-schools-move-towards-online-learning",2020-09-02,2020-09-02 04:25:15
"104",5,"R_2wFeVxvT3CxAvbgEc",7778287,"new_entry","original",NA,NA,"As of 23 March 2020, the Premier of NSW, Australia, has advised parents to keep their children at home however schools remain open to accommodate front-line workers.",2020-03-23,2020-03-24,NA,"Australia","AUS","AU","Provincial",1,"NSW",NA,"Closure and Regulation of Schools","Secondary Schools (generally for children ages 10 to 18)",NA,"Secondary Schools allowed to open with no conditions","Australia",NA,NA,"New South Wales",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.nsw.gov.au/media-releases/new-covid-19-restrictions-begin-as-schools-move-towards-online-learning",2020-09-02,2020-09-02 04:25:15
"105",156,"R_3KH2xEj3xEm7PrCNA",836238,"new_entry","correction",NA,NA,"A second metropolitan COVID-19 drive-through facility has opened at the Hampstead Rehabilitation Centre, in the state of South Australia in Australia, to further increase the options for South Australians needing to be tested for Coronavirus.",2020-03-24,2020-03-24,NA,"Australia","AUS","AU","Provincial",0,"SA",NA,"Health Testing",NA,NA,NA,"Australia",NA,NA,"South Australia",NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://www.covid-19.sa.gov.au/latest-news/second-metropolitan-covid-19-testing-drive-through-opens",2020-06-28,2020-06-28 01:34:28
"106",178,"R_2Vr50MxzDymsfAKNA",2998411,"new_entry","original",NA,NA,"WA borders closed at 13:30 24 March 2020. Interstate arrivals are now required to self-isolate for 14 days, and the border controls apply to all road, air, rail and sea access points. Exceptions apply for essential services and workers.",2020-03-24,2020-03-24,NA,"Australia","AUS","AU","Provincial",1,"WA",NA,"Internal Border Restrictions",NA,NA,NA,"Australia","One or more countries, but not all countries",NA,"Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://ww2.health.wa.gov.au/~/media/Files/Corporate/general%20documents/Infectious%20diseases/PDF/Coronavirus/COVID19-Agency-Advisory-12-2020.pdf",2020-04-06,2020-04-06 10:15:44
"107",188,"R_2doMN8upKemkSJyNA",383336,"new_entry","original",NA,NA,"On March 24, the NSW Government of Australia commenced a lockdown of residential aged care facilities, excluding employees.",2020-03-24,2020-03-24,2020-09-21,"Australia","AUS","AU","Provincial",0,"NSW",NA,"Lockdown",NA,NA,NA,"Australia",NA,NA,"New South Wales",NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.2898557844817,51.7799888193876,50.3819036607217,70,"https://gazette.legislation.nsw.gov.au/so/download.w3p?id=Gazette_2020_2020-55.pdf",2020-09-27,2020-09-27 01:00:55
"108",336,"R_1lgbI51vhiiAGe2Ag",3968553,"new_entry","correction",NA,NA,"From 22 March 2020, the NSW Government of Australia implemented a shutdown of non-essential services State-wide that would roll out across the next 48 hours. These non-essential businesses include: pubs, registered clubs; gyms, indoor sporting venues; cinemas, entertainment venues, casinos, and night clubs; religious gatherings, places of worship (excluding small weddings and funerals that comply with the 4m2 rule, which can proceed). Furthermore, restaurants and cafes will be restricted to takeaway and/or home delivery. Supermarkets, petrol stations, pharmacies, convenience stores, freight and logistics, and home delivery will be among the many services that will remain open.

",2020-03-23,2020-03-24,2020-08-14,"Australia","AUS","AU","Provincial",0,"NSW",NA,"Restriction and Regulation of Businesses","All or unspecified businesses",NA,"This type of business  (""All or unspecified businesses"") is closed/locked down","Australia",NA,NA,"New South Wales",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government,Police",53.2898557844817,51.7799888193876,50.3819036607217,70,NA,2020-09-14,2020-09-14 02:40:40
"109",337,"R_3ql0bNFArP38svqCl",6174681,"update","original","End of Policy",NA,"24.03.2020 South Australia requires every traveler arriving to self-quarantine for 14 days, exemptions are provided for ""essential travelers"".
26.09.2020 From the 24th of September, only interstate travelers from victoria or overseas travelers are required to self-quarantine.",2020-03-24,2020-03-24,2020-09-24,"Australia","AUS","AU","Provincial",0,"SA",NA,"Restriction and Regulation of Businesses","Other Businesses",NA,NA,"Australia",NA,NA,"South Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Provincial/State Government",53.2898557844817,51.7799888193876,50.3819036607217,70,NA,2020-09-26,2020-09-26 05:17:06
"110",38,"R_1hRmIrZRN8uYkJEEq",257258,"new_entry","original",NA,NA,"On 25 March 2020, the Australian Health Minister has determined that an Australian citizen or permanent resident must not travel outside of Australia (by air or sea or the operator of an outgoing aircraft or vessel), unless an exemption is granted to them. The Determination commences at 12.00pm on 25 March 2020 and is in force for an initial period of 4 weeks. A further revision of this arrangement can occur towards the end of the period to assess whether it continues to be necessary.",2020-03-24,2020-03-25,2020-04-25,"Australia","AUS","AU","National",0,NA,NA,"External Border Restrictions","Travel History Form (e.g. documents where traveler has recently been)",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents +Foreign Residents)","Outbound","Flights,Seaports","Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","National Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.pm.gov.au/media/update-coronavirus-measures-24-March-2020 ; https://www.legislation.gov.au/Details/F2020L00306 ; https://www.legislation.gov.au/Details/F2020L00306/Explanatory%20Statement/Text",2020-04-04,2020-04-04 09:30:45
"111",39,"R_3My8t1gf4vZZGWkNA",3019341,"new_entry","original",NA,NA,"As of March 25, private airstrips in Tasmania are closed to interstate aircrafts",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",0,"Tas",NA,"External Border Restrictions",NA,NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Tasmania_Tasmania",NA,NA,"Other","Inbound","Flights","Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/private-airstrips-closed-to-interstate-aircrafts",2020-04-05,2020-04-05 16:50:44
"112",79,"R_2xzcZPvSEeGu3skCo",5592385,"new_entry","original",NA,NA,"The state government of South Australia is moving to better protect health workers and their families during the Coronavirus pandemic by establishing a health hotel for frontline staff.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",0,"SA",NA,"Health Resources","Other Health Infrastructure",NA,NA,"Australia",NA,NA,"South Australia",NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.covid-19.sa.gov.au/latest-news/health-heroes-hospital",2020-06-28,2020-06-28 01:29:36
"113",80,"R_1M6g4SVKUQAvVvOCo",6728273,"new_entry","original",NA,NA,"25.03.2020 the Australian Capital Territory government suspends all elective surgeries",2020-03-25,2020-03-25,2020-05-29,"Australia","AUS","AU","Provincial",1,"ACT",NA,"Health Resources","Other Health Infrastructure",NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Australian Capital Territory_Australian Capital Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,"Not Applicable","Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.covid19.act.gov.au/news-articles/health-service-changes-in-response-to-covid-19",2020-04-24,2020-04-24 13:31:54
"114",81,"R_1odJLCCTHnbTyxQCi",7661796,"new_entry","correction",NA,NA,"South Australia is boosting the number of highly skilled nurses and midwives in the health workforce as part of the COVID-19 pandemic response.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",0,"SA",NA,"Health Resources","Nurses",NA,NA,"Australia",NA,NA,"South Australia",NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Ministry/Department of Health",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-07-05,2020-07-05 01:31:15
"115",82,"R_1odJLCCTHnbTyxQCr",7661796,"new_entry","correction",NA,NA,"South Australia is boosting the number of highly skilled nurses and midwives in the health workforce as part of the COVID-19 pandemic response.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",0,"SA",NA,"Health Resources","Other Heath Staff",NA,NA,"Australia",NA,NA,"South Australia",NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Ministry/Department of Health",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-07-05,2020-07-05 01:31:15
"116",179,"R_QhPzGRRrU2teVklNA",1338851,"new_entry","original",NA,NA,"In Tasmania, Australia: Aeroplanes and aircrafts that commence their flight outside of Tasmania are prohibited from landing on private airstrips in the state. Do not travel to Tasmania unless you are returning home or you are an essential traveler. If you are returning home from interstate, you cannot fly into a private airstrip. If you are a Tasmanian returning home via the Spirit of Tasmania or on a commercial flight, you must self-isolate for 14 days.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tas",NA,"Internal Border Restrictions",NA,NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Other (Please specify in the text box)",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://coronavirus.tas.gov.au/media-releases/private-airstrips-closed-to-interstate-aircrafts",2020-07-02,2020-07-02 03:32:26
"117",180,"R_2EErOSl9mECUlhxNA",4577640,"new_entry","original",NA,NA,"On march 25 the border of Queensland, Australia would only remain open to freight and essential travel after announcing the restrictions on border crossings with the hopes of preventing travelers from New South Wales and Victoria.",2020-03-23,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Internal Border Restrictions",NA,NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Victoria; New South Wales_Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.abc.net.au/news/2020-03-24/coronavirus-queensland-state-border-closure/12081694 ; https://www.abc.net.au/news/2020-03-26/coronavirus-traffic-banks-up-as-queensland-closes-border/12089556",2020-06-22,2020-06-22 17:27:36
"118",189,"R_UK1rtFg80bTb5QdNA",1222789,"new_entry","original",NA,NA,"08/04/2020: NT Correctional Services has suspended visits and activities to protect prisoners and the broader community.

All social visits by family, friends and loved ones suspended from Wednesday 25 March 2020.

All Community Service Work Party activities suspended from Friday 27 March 2020.

All professional visits including legal support services suspended from Wednesday 1 April 2020.",2020-04-08,2020-03-25,2020-06-05,"Australia","AUS","AU","Provincial",0,"NT",NA,"Lockdown",NA,NA,NA,"Australia",NA,NA,"Northern Territory",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Justice,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://coronavirus.nt.gov.au/updates/items/2020-04-08-measures-to-protect-prisoners",2020-09-06,2020-09-06 10:39:21
"119",204,"R_1kZDC9ckPdTpUYVNA",7609003,"new_entry","original",NA,NA,"On 25 March 2020, the Australian Prime Minister announced the creation of a new National COVID-19 Coordination Commission (NCCC) that will coordinate advice to the Australian Government on actions to anticipate and mitigate the economic and social effects of the global coronavirus pandemic.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","National",1,NA,NA,"New Task Force, Bureau or Administrative Configuration",NA,NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","National Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.pm.gov.au/media/national-covid-19-coordination-commission",2020-04-04,2020-04-04 09:56:25
"120",288,"R_1QGCtkrPttnrsgTEd",852952,"new_entry","original",NA,NA,"The government of Tasmania decides that form March 25 onwards all non-essential travelers are required to self-quarantine for 14 days",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tas",NA,"Quarantine","Self-Quarantine (i.e. quarantine at home)",NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Tasmania_Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","All kinds of transport","Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:38:44
"121",338,"R_26lQw8jHMOQgvYXEb",3495330,"new_entry","original",NA,NA,"On March 25th in Queensland, Australia non-essential businesses remain closed including ""auction houses, beauty therapy, tanning, waxing and nail salons, and tattoo parlors, spas and massage parlors, cinemas, nightclubs, casinos, gaming or gambling venues, strip clubs, brothels and sex on premises venues, theme parks, amusement parks and amusement arcades, play centers (indoor and outdoor), indoor sporting centers, including gyms, health clubs, fitness centers, yoga, barre and spin facilities, saunas, bathhouses and wellness centers, outdoor recreation, campgrounds, galleries, museums, national and state institutions and historic sites, and local government non-essential facilities and services (such as libraries and pools). Food services, hairdressers and barber shops, community and recreation centers, boot camps, personal training, social sporting-based activities, hostels, bed and breakfasts, and boarding houses, caravan and camping parks, zoos and wildlife centers and places of worship, weddings and funerals can stay open with many conditions that they must follow. Depending on the type real estate auctions and open house inspections, outdoor and indoor markets, registered and licensed clubs, licensed premises in hotels, concert venues, theaters, arenas, swimming pools, auditoriums, stadiums, libraries, community centers, and youth centers and community facilities (such as community halls, clubs, RSLs, PCYCs) they are allowed to operate.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Restriction and Regulation of Businesses","Retail Businesses",NA,"This type of business  (""Retail Businesses"") is allowed to open with conditions","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-25-03-2020",2020-07-21,2020-07-21 16:50:16
"122",339,"R_26lQw8jHMOQgvYXDv",3495330,"new_entry","original",NA,NA,"On March 25th in Queensland, Australia non-essential businesses remain closed including ""auction houses, beauty therapy, tanning, waxing and nail salons, and tattoo parlors, spas and massage parlors, cinemas, nightclubs, casinos, gaming or gambling venues, strip clubs, brothels and sex on premises venues, theme parks, amusement parks and amusement arcades, play centers (indoor and outdoor), indoor sporting centers, including gyms, health clubs, fitness centers, yoga, barre and spin facilities, saunas, bathhouses and wellness centers, outdoor recreation, campgrounds, galleries, museums, national and state institutions and historic sites, and local government non-essential facilities and services (such as libraries and pools). Food services, hairdressers and barber shops, community and recreation centers, boot camps, personal training, social sporting-based activities, hostels, bed and breakfasts, and boarding houses, caravan and camping parks, zoos and wildlife centers and places of worship, weddings and funerals can stay open with many conditions that they must follow. Depending on the type real estate auctions and open house inspections, outdoor and indoor markets, registered and licensed clubs, licensed premises in hotels, concert venues, theaters, arenas, swimming pools, auditoriums, stadiums, libraries, community centers, and youth centers and community facilities (such as community halls, clubs, RSLs, PCYCs) they are allowed to operate.",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Qld",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is allowed to open with conditions","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-25-03-2020",2020-07-21,2020-07-21 16:50:16
