"","X1","record_id","policy_id","entry_type","correct_type","update_type","update_level","description","date_announced","date_start","date_end","country","ISO_A3","ISO_A2","init_country_level","domestic_policy","province","city","type","type_sub_cat","type_text","institution_status","target_country","target_geog_level","target_region","target_province","target_city","target_other","target_who_what","target_direction","travel_mechanism","compliance","enforcer","index_high_est","index_med_est","index_low_est","index_country_rank","link","date_updated","recorded_date"
"157",434,"R_2SCid5zHs1kPakLEc",9716056,"new_entry","original",NA,NA,"From March 25 onwards, the Government of Tasmania closes non-essential businesses",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tasmania",NA,"Restriction and Regulation of Businesses","Retail Businesses",NA,"This type of business  (""Retail Businesses"") is closed/locked down","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:42:25
"158",435,"R_2SCid5zHs1kPakLDw",9716056,"new_entry","original",NA,NA,"From March 25 onwards, the Government of Tasmania closes non-essential businesses",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tasmania",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is closed/locked down","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:42:25
"159",436,"R_2SCid5zHs1kPakLEg",9716056,"new_entry","original",NA,NA,"From March 25 onwards, the Government of Tasmania closes non-essential businesses",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tasmania",NA,"Restriction and Regulation of Businesses","Shopping Centers",NA,"This type of business  (""Shopping Centers"") is closed/locked down","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:42:25
"160",437,"R_2SCid5zHs1kPakLAr",9716056,"new_entry","original",NA,NA,"From March 25 onwards, the Government of Tasmania closes non-essential businesses",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tasmania",NA,"Restriction and Regulation of Businesses","Commercial Businesses",NA,"This type of business  (""Commercial Businesses"") is closed/locked down","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:42:25
"161",438,"R_2SCid5zHs1kPakLDa",9716056,"new_entry","original",NA,NA,"From March 25 onwards, the Government of Tasmania closes non-essential businesses",2020-03-25,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Tasmania",NA,"Restriction and Regulation of Businesses","Personal Grooming Businesses (e.g. hair salons)",NA,"This type of business  (""Personal Grooming Businesses (e.g. hair salons)"") is closed/locked down","Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.coronavirus.tas.gov.au/media-releases/additional-coronavirus-management-measures",2020-04-05,2020-04-05 16:42:25
"162",439,"R_1JUvmpFx5XsA7sODw",7369938,"update","correction","End of Policy",NA,"This is the second update that replaces the first update. On March 25th in Queensland, Australia non-essential businesses remain closed including ""auction houses, beauty therapy, tanning, waxing and nail salons, and tattoo parlors, cinemas, nightclubs, casinos, gaming or gambling venues, strip clubs, brothels and sex on premises venues, theme parks, amusement parks and amusement arcades, play centers, indoor sporting centers, saunas, bathhouses and wellness centers, outdoor recreation, campgrounds, galleries, museums, national and state institutions and historic sites, and local government non-essential facilities and services. Food services, community and recreation centers, boot camps, personal training, social sporting-based activities, hostels, bed and breakfasts, and boarding houses, caravan and camping parks, zoos and wildlife centers and places of worship, and weddings can stay open with many conditions. Depending on the type real estate auctions and open house inspections, outdoor and indoor markets, registered and licensed clubs, licensed premises in hotels, concert venues, theaters, arenas, swimming pools, auditoriums, stadiums, libraries, community centers, and youth centers and community facilities they are allowed to operate. Hairdressers don't have a time limit on appointments. Spa and beauty parlors can open for health services. Funerals can have more than 10 people if Chief Health Officer grants an exemption.",2020-03-25,2020-03-25,2020-03-25,"Australia","AUS","AU","Provincial",0,"Queensland",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is allowed to open with conditions","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-08-11,2020-08-11 14:28:34
"163",440,"R_1JUvmpFx5XsA7sOAk",7369938,"update","correction","End of Policy",NA,"This is the second update that replaces the first update. On March 25th in Queensland, Australia non-essential businesses remain closed including ""auction houses, beauty therapy, tanning, waxing and nail salons, and tattoo parlors, cinemas, nightclubs, casinos, gaming or gambling venues, strip clubs, brothels and sex on premises venues, theme parks, amusement parks and amusement arcades, play centers, indoor sporting centers, saunas, bathhouses and wellness centers, outdoor recreation, campgrounds, galleries, museums, national and state institutions and historic sites, and local government non-essential facilities and services. Food services, community and recreation centers, boot camps, personal training, social sporting-based activities, hostels, bed and breakfasts, and boarding houses, caravan and camping parks, zoos and wildlife centers and places of worship, and weddings can stay open with many conditions. Depending on the type real estate auctions and open house inspections, outdoor and indoor markets, registered and licensed clubs, licensed premises in hotels, concert venues, theaters, arenas, swimming pools, auditoriums, stadiums, libraries, community centers, and youth centers and community facilities they are allowed to operate. Hairdressers don't have a time limit on appointments. Spa and beauty parlors can open for health services. Funerals can have more than 10 people if Chief Health Officer grants an exemption.",2020-03-25,2020-03-25,2020-03-25,"Australia","AUS","AU","Provincial",0,"Queensland",NA,"Restriction and Regulation of Businesses","Bars",NA,"This type of business  (""Bars"") is closed/locked down","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-08-11,2020-08-11 14:28:34
"164",441,"R_1JUvmpFx5XsA7sOCm",7369938,"update","correction","End of Policy",NA,"This is the second update that replaces the first update. On March 25th in Queensland, Australia non-essential businesses remain closed including ""auction houses, beauty therapy, tanning, waxing and nail salons, and tattoo parlors, cinemas, nightclubs, casinos, gaming or gambling venues, strip clubs, brothels and sex on premises venues, theme parks, amusement parks and amusement arcades, play centers, indoor sporting centers, saunas, bathhouses and wellness centers, outdoor recreation, campgrounds, galleries, museums, national and state institutions and historic sites, and local government non-essential facilities and services. Food services, community and recreation centers, boot camps, personal training, social sporting-based activities, hostels, bed and breakfasts, and boarding houses, caravan and camping parks, zoos and wildlife centers and places of worship, and weddings can stay open with many conditions. Depending on the type real estate auctions and open house inspections, outdoor and indoor markets, registered and licensed clubs, licensed premises in hotels, concert venues, theaters, arenas, swimming pools, auditoriums, stadiums, libraries, community centers, and youth centers and community facilities they are allowed to operate. Hairdressers don't have a time limit on appointments. Spa and beauty parlors can open for health services. Funerals can have more than 10 people if Chief Health Officer grants an exemption.",2020-03-25,2020-03-25,2020-03-25,"Australia","AUS","AU","Provincial",0,"Queensland",NA,"Restriction and Regulation of Businesses","Other Businesses",NA,"This type of business  (""Other Businesses"") is closed/locked down","Australia",NA,NA,"Queensland",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/non-essential-business-closure-direction-23-03-2020",2020-08-11,2020-08-11 14:28:34
"165",573,"R_1NnsqBJCakgEsXwNA",948508,"new_entry","original",NA,NA,"25.03.2020 Chief Justice suspends all jury trials until June 5 in Northern Territory (Australia).",2020-03-25,2020-03-25,2020-06-05,"Australia","AUS","AU","Provincial",1,"Northern Territory",NA,"Restriction and Regulation of Government Services",NA,NA,"This service is no longer provided by the government","Australia",NA,NA,"Northern Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://coronavirus.nt.gov.au/updates",2020-04-11,2020-04-11 11:11:31
"166",609,"R_32PftXrDnsJdjb0Cu",4666726,"new_entry","original",NA,NA,"08/04/2020: NT Correctional Services has suspended visits and activities to protect prisoners and the broader community.

All social visits by family, friends and loved ones suspended from Wednesday 25 March 2020.",2020-03-25,2020-03-25,2020-05-20,"Australia","AUS","AU","Provincial",1,"Northern Territory",NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,"Northern Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://coronavirus.nt.gov.au/updates/items/2020-04-08-measures-to-protect-prisoners",2020-10-27,2020-10-27 12:09:05
"167",610,"R_2ZC8Z2CxG6zlaTHCu",5815641,"new_entry","original",NA,NA,"On 24 March 2020, the Australian Government announced that from 25 March 2020 11:59pm, funerals can only be attended by a maximum of no more than 10 people and where the 1 person per 4 square metre rule applies.

The enforcement of this new restriction will be in the hands of individual states and territories. 
",2020-03-24,2020-03-25,2020-05-14,"Australia","AUS","AU","National",1,NA,NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Other; please list other enforcement mechanisms in the text entry)","National Government,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.pm.gov.au/media/update-coronavirus-measures-24-March-2020 ; https://www.sbs.com.au/news/victoria-has-issued-the-most-fines-for-lockdown-breaches-while-the-act-hasn-t-fined-anyone ; https://www.abc.net.au/news/2020-03-31/how-australian-states-are-enforcing-coronavirus-measures/12106774",2020-09-29,2020-09-29 17:19:34
"168",611,"R_2sOOGSYIedbV4YhCu",7854207,"new_entry","original",NA,NA,"On 24 March 2020, the Australian Government announced that from 25 March 2020 11:59pm, weddings would only be permitted with a maximum attendance of no more than 5 people and where the 1 person per 4 square metre rule applies.

The enforcement of this new restriction will be in the hands of individual states and territories.",2020-03-24,2020-03-25,2020-05-14,"Australia","AUS","AU","National",1,NA,NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Other; please list other enforcement mechanisms in the text entry)","National Government,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://www.pm.gov.au/media/update-coronavirus-measures-24-March-2020 ; https://www.sbs.com.au/news/victoria-has-issued-the-most-fines-for-lockdown-breaches-while-the-act-hasn-t-fined-anyone",2020-09-29,2020-09-29 16:51:37
"169",612,"R_3R3iKaYr8XEo3usNA",1222789,"update","original","Change of Policy","Relaxing","08/04/2020: NT Correctional Services has suspended visits and activities to protect prisoners and the broader community.

All social visits by family, friends and loved ones suspended from Wednesday 25 March 2020.

All Community Service Work Party activities suspended from Friday 27 March 2020.

All professional visits including legal support services suspended from Wednesday 1 April 2020.",2020-04-08,2020-03-25,2020-06-05,"Australia","AUS","AU","Provincial",1,"Northern Territory",NA,"Restrictions of Mass Gatherings",NA,NA,NA,"Australia",NA,NA,"Northern Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Justice,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-09-13,2020-09-13 10:53:35
"170",613,"R_czQk7KSxMkSbnBnCu",4666726,"update","original","End of Policy",NA,"08/04/2020: NT Correctional Services has suspended visits and activities to protect prisoners and the broader community.

All social visits by family, friends and loved ones suspended from Wednesday 25 March 2020.",2020-03-25,2020-03-25,2020-05-20,"Australia","AUS","AU","Provincial",0,"Northern Territory",NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,"Northern Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government,Police",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-10-27,2020-10-27 12:12:41
"171",614,"R_8kwffgs8ozGqak1Cu",5815641,"update","original","Change of Policy","Strengthening","On 24 March 2020, the Australian Government announced that from 25 March 2020 11:59pm, funerals can only be attended by a maximum of no more than 10 people and where the 1 person per 4 square metre rule applies.

The enforcement of this new restriction will be in the hands of individual states and territories. 

UPDATE: Although the original policy did not have an end date, on 16 April 2020 the Australian National Cabinet announced a continuation of baseline restrictions for another 4 weeks (based off individual circumstance within states and territories)",2020-03-24,2020-03-25,2020-05-14,"Australia","AUS","AU","National",0,NA,NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Other; please list other enforcement mechanisms in the text entry)","National Government,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-09-29,2020-09-29 17:33:08
"172",615,"R_2CJ6ZdQ5PyLDFcVCu",7854207,"update","original","Change of Policy","Strengthening","On 24 March 2020, the Australian Government announced that from 25 March 2020 11:59pm, weddings would only be permitted with a maximum attendance of no more than 5 people and where the 1 person per 4 square metre rule applies.

The enforcement of this new restriction will be in the hands of individual states and territories. 

UPDATE: Although the original policy did not have an end date, on 16 April 2020 the Australian National Cabinet announced a continuation of baseline restrictions for another 4 weeks (based off individual circumstance within states and territories)",2020-03-24,2020-03-25,2020-05-14,"Australia","AUS","AU","National",0,NA,NA,"Restrictions of Mass Gatherings","Other mass gatherings not specified above restricted",NA,NA,"Australia",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Other; please list other enforcement mechanisms in the text entry)","National Government,Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,NA,2020-09-29,2020-09-29 17:29:04
"173",669,"R_3KOf3UInJ2Ez8UHNA",1831969,"new_entry","original",NA,NA,"Northern Territory (province of Australia) Correctional Services is suspending all social visits to prisoners from Wednesday 25 March 2020",2020-03-24,2020-03-25,NA,"Australia","AUS","AU","Provincial",1,"Northern Territory",NA,"Social Distancing",NA,NA,NA,"Australia",NA,NA,"Northern Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",53.1116408793534,51.9313802106496,50.6790645568261,73,"https://coronavirus.nt.gov.au/updates",2020-04-11,2020-04-11 11:08:58
"174",116,"R_2uroapkupTYTg5vBp",1163020,"new_entry","original",NA,NA,"The Australian Government National Cabinet acting on the advice of the Australian Health Protection Principal Committee announced that from 11.59pm (local time) on 25 March 2020, all non urgent elective surgery will be temporarily suspended.",2020-03-25,2020-03-26,NA,"Australia","AUS","AU","National",1,NA,NA,"Health Resources","Hospitals",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://www.pm.gov.au/media/elective-surgery",2020-04-04,2020-04-04 11:22:23
"175",117,"R_3qarJyNvSrHSQoNBk",2813266,"new_entry","original",NA,NA,"26.03.2020 The government of Western Australia grants $3 million to provide opportunities for local COVID-19 research",2020-03-26,2020-03-26,NA,"Australia","AUS","AU","Provincial",1,"Western Australia",NA,"Health Resources","Health Research Facilities",NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Western Australia_Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,"Not Applicable","Voluntary/Recommended but No Penalties","Ministry/Department of Health,Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://www.mediastatements.wa.gov.au/Pages/McGowan/2020/03/3-million-dollars-to-provide-opportunities-for-local-COVID-19-research.aspx",2020-04-06,2020-04-06 09:45:37
"176",118,"R_2SwaEyXxDLhfjinBp",1163020,"update","original","Change of Policy","Relaxing","The Australian Government National Cabinet acting on the advice of the Australian Health Protection Principal Committee announced that from 11.59pm (local time) on 25 March 2020, all non urgent elective surgery will be temporarily suspended.

On the 21 April 2020, the National Cabinet agreed that from 27 April 2020, category 2 and some important category 3 procedures can recommence across the public and private hospital sectors. These include IVF; screening programs (cancer and other diseases); post cancer reconstruction procedures (such as breast reconstruction); procedures for children under 18 years of age; joint replacements (including knees, hips, shoulders); cataracts and eye procedures; and endoscopy and colonoscopy procedures.",2020-03-25,2020-03-26,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Hospitals",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",52.9799611308989,52.0218894081391,50.9530322435114,72,"NA ; https://www.pm.gov.au/media/update-coronavirus-measures-210420 ; Prime Minister of Australia ; Update on Coronavirus Measures",2020-06-08,2020-06-08 21:51:45
"177",200,"R_QmMRKcqOktBPM2tNA",9123887,"new_entry","original",NA,NA,"On 26 March 2020, the Australian National Cabinet announced that they would expand the current coronavirus testing criteria to include testing people with fever or acute respiratory infection in: all health workers; all aged/residential care workers; geographically localised areas where there is elevated risk of community transmission as defined by the local public health unit; where no community transmission is occurring, high risk settings where there are two or more plausibly-linked cases, for example:
aged and residential car; rural and remote Aboriginal and Torres Strait Islander communities; detention centres/correctional facilities
boarding schools; military bases (including Navy ships) that have live-in accommodation. National Cabinet also agreed that testing will be expanded to include hospitalised patients with fever and acute respiratory symptoms of unknown cause, at the discretion of the treating clinician.

This is the minimum testing criteria. States and territories have the discretion to expand their own criteria for testing if they have capacity.",2020-03-26,2020-03-26,NA,"Australia","AUS","AU","National",1,NA,NA,"Health Testing",NA,NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://www.pm.gov.au/media/national-cabinet-update",2020-04-04,2020-04-04 11:31:44
"178",236,"R_1ghEyYiBrAW2PIFNA",1185171,"new_entry","original",NA,NA,"Starting on Friday March 26th 2020 in Queensland, Australia, non essential visits to hospitals are banned to limit the spread of Covid-19. This direction will be in place until it is either revoked or the public health emergency has ended. Patients, workers, certain visitors, and people with an exemption from the Chief Health Officer are permitted in the hospital, but everyone else is not allowed. Visitors are allowed in the hospital if they are the carers of patients with disabilities, under 18, pregnant, in the emergency department, out patient appointments, end of life support, and care and support visits. Care support visits must occur at most once a day with two or fewer people for less than 2 hours. If the visiter or worker has been diagnosed with Covid-19, self quarantining, was outside of Australia or had contact with a covid-19 person in the last 14 days, has symptoms, or is under age 16 and not visiting for an end of life visit, then they are not allowed to enter the hospital.",2020-03-26,2020-03-26,NA,"Australia","AUS","AU","Provincial",0,"Queensland",NA,"Lockdown",NA,NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory with Fines","Ministry/Department of Health,Provincial/State Government,Police",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://www.health.qld.gov.au/system-governance/legislation/cho-public-health-directions-under-expanded-public-health-act-powers/revoked/hospital-visitors-direction-1",2020-08-10,2020-08-10 18:32:24
"179",301,"R_6Q0x45vOcmdSkbnAu",6962631,"new_entry","original",NA,NA,"As of 26 March, the NSW State of Australia has launched a 24/7, non-health related COVID-19 hotline via the Service NSW contact centre.",2020-03-26,2020-03-26,NA,"Australia","AUS","AU","Provincial",0,"New South Wales",NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate",NA,NA,"Australia",NA,NA,"New South Wales",NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://www.nsw.gov.au/media-releases/nsw-government-hires-more-staff-and-launches-24-hour-covid-19-hotline",2020-09-02,2020-09-02 04:33:31
"180",350,"R_3Jymr0tKVqwI517Ee",3058219,"new_entry","original",NA,NA,"On 25 March, the NSW Government of Australia announced the Public Health (COVID-19 Self-Isolation) Order 2020 which a person diagnosed with COVID-19 must immediately self-isolate at a suitable residence and must remain there and not permit any other person to enter that residence until they are medically cleared. 
",2020-03-25,2020-03-26,2020-10-21,"Australia","AUS","AU","Provincial",0,"New South Wales",NA,"Quarantine","Self-Quarantine (i.e. quarantine at home)",NA,NA,"Australia",NA,NA,"New South Wales",NA,NA,NA,NA,NA,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines","Provincial/State Government,Police",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://gazette.legislation.nsw.gov.au/so/download.w3p?id=Gazette_2020_2020-57.pdf",2020-09-18,2020-09-18 03:33:37
"181",442,"R_2bJc4zQNhwJzuKzDw",456137,"new_entry","original",NA,NA,"On 26.03.2020, Western Australia closes non-essential businesses as advised by the Commonwealth government.",2020-03-26,2020-03-26,2020-05-17,"Australia","AUS","AU","Provincial",1,"Western Australia",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is closed/locked down","Australia",NA,NA,"Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://ww2.health.wa.gov.au/~/media/Files/Corporate/general%20documents/Infectious%20diseases/PDF/Coronavirus/COVID19-Agency-Advisory-14-2020.pdf",2020-04-06,2020-04-06 10:39:27
"182",443,"R_2bJc4zQNhwJzuKzEg",456137,"new_entry","original",NA,NA,"On 26.03.2020, Western Australia closes non-essential businesses as advised by the Commonwealth government.",2020-03-26,2020-03-26,2020-05-17,"Australia","AUS","AU","Provincial",1,"Western Australia",NA,"Restriction and Regulation of Businesses","Shopping Centers",NA,"This type of business  (""Shopping Centers"") is closed/locked down","Australia",NA,NA,"Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://ww2.health.wa.gov.au/~/media/Files/Corporate/general%20documents/Infectious%20diseases/PDF/Coronavirus/COVID19-Agency-Advisory-14-2020.pdf",2020-04-06,2020-04-06 10:39:27
"183",444,"R_2bJc4zQNhwJzuKzAr",456137,"new_entry","original",NA,NA,"On 26.03.2020, Western Australia closes non-essential businesses as advised by the Commonwealth government.",2020-03-26,2020-03-26,2020-05-17,"Australia","AUS","AU","Provincial",1,"Western Australia",NA,"Restriction and Regulation of Businesses","Commercial Businesses",NA,"This type of business  (""Commercial Businesses"") is closed/locked down","Australia",NA,NA,"Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://ww2.health.wa.gov.au/~/media/Files/Corporate/general%20documents/Infectious%20diseases/PDF/Coronavirus/COVID19-Agency-Advisory-14-2020.pdf",2020-04-06,2020-04-06 10:39:27
"184",445,"R_2bJc4zQNhwJzuKzDa",456137,"new_entry","original",NA,NA,"On 26.03.2020, Western Australia closes non-essential businesses as advised by the Commonwealth government.",2020-03-26,2020-03-26,2020-05-17,"Australia","AUS","AU","Provincial",1,"Western Australia",NA,"Restriction and Regulation of Businesses","Personal Grooming Businesses (e.g. hair salons)",NA,"This type of business  (""Personal Grooming Businesses (e.g. hair salons)"") is closed/locked down","Australia",NA,NA,"Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Provincial/State Government",52.9799611308989,52.0218894081391,50.9530322435114,72,"https://ww2.health.wa.gov.au/~/media/Files/Corporate/general%20documents/Infectious%20diseases/PDF/Coronavirus/COVID19-Agency-Advisory-14-2020.pdf",2020-04-06,2020-04-06 10:39:27
"185",446,"R_b2bCm91J1q8dBWVEc",6174681,"new_entry","correction","End of Policy",NA,"From the 25th of March the South Australian government released new directions to restrict non-essential businesses by extending the list of defined premises that need to be closed .

Defined Premises (hotels, bars, clubs; casinos; gyms and all exercise centres; indoor sporting venues and sporting club buildings; public pools; indoor play centres; community and youth centres; cinemas, theatres, and any entertainment venues or places where live performances occur; galleries, museums, and libraries; auctions; indoor/outdoor markets; hairdressers, tattoo parlours, and any form of beauty salon; amusement parks and arcades; restaurants and cafes; places of worship; wedding and funeral venues)",2020-03-25,2020-03-26,2020-09-24,"Australia","AUS","AU","Provincial",1,"South Australia",NA,"Restriction and Regulation of Businesses","Retail Businesses",NA,"This type of business  (""Retail Businesses"") is closed/locked down","Australia","One or more geographical or administrative units within one or more countries",NA,"South Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Land Border","Mandatory with Fines","Provincial/State Government,Police",52.9799611308989,52.0218894081391,50.9530322435114,72,NA,2020-12-06,2020-12-06 09:04:04
"186",447,"R_b2bCm91J1q8dBWVDw",6174681,"new_entry","correction","End of Policy",NA,"From the 25th of March the South Australian government released new directions to restrict non-essential businesses by extending the list of defined premises that need to be closed .

Defined Premises (hotels, bars, clubs; casinos; gyms and all exercise centres; indoor sporting venues and sporting club buildings; public pools; indoor play centres; community and youth centres; cinemas, theatres, and any entertainment venues or places where live performances occur; galleries, museums, and libraries; auctions; indoor/outdoor markets; hairdressers, tattoo parlours, and any form of beauty salon; amusement parks and arcades; restaurants and cafes; places of worship; wedding and funeral venues)",2020-03-25,2020-03-26,2020-09-24,"Australia","AUS","AU","Provincial",1,"South Australia",NA,"Restriction and Regulation of Businesses","Restaurants",NA,"This type of business  (""Restaurants"") is allowed to open with conditions","Australia","One or more geographical or administrative units within one or more countries",NA,"South Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Land Border","Mandatory with Fines","Provincial/State Government,Police",52.9799611308989,52.0218894081391,50.9530322435114,72,NA,2020-12-06,2020-12-06 09:04:04
