"","Disease","Date","State","Cases","Rates"
"4053","Mumps",2019-11-30,"NT",0,0
"4054","Pertussis",2019-11-30,"NT",1,0.4
"4055","Pneumococcal disease (invasive)",2019-11-30,"NT",4,1.6
"4056","Poliovirus infection",2019-11-30,"NT",0,0
"4057","Rotavirus",2019-11-30,"NT",15,6.1
"4058","Rubella",2019-11-30,"NT",0,0
"4059","Rubella congenital",2019-11-30,"NT",0,0
"4060","Tetanus",2019-11-30,"NT",0,0
"4061","Varicella zoster (chickenpox)",2019-11-30,"NT",7,2.8
"4062","Varicella zoster (shingles)",2019-11-30,"NT",38,15.4
"4063","Varicella zoster (unspecified)",2019-11-30,"NT",0,0
"4064","Barmah Forest virus infection",2019-11-30,"NT",0,0
"4065","Chikungunya virus infection",2019-11-30,"NT",1,0.4
"4066","Dengue virus infection",2019-11-30,"NT",2,0.8
"4067","Flavivirus infection (unspecified)",2019-11-30,"NT",0,0
"4068","Japanese encephalitis virus infection",2019-11-30,"NT",0,0
"4069","Malaria",2019-11-30,"NT",1,0.4
"4070","Murray Valley encephalitis virus infection",2019-11-30,"NT",0,0
"4071","Ross River virus infection",2019-11-30,"NT",6,2.4
"4072","West Nile/Kunjin virus infection",2019-11-30,"NT",0,0
"4073","Anthrax",2019-11-30,"NT",0,0
"4074","Australian bat lyssavirus infection",2019-11-30,"NT",0,0
"4075","Brucellosis",2019-11-30,"NT",0,0
"4076","Leptospirosis",2019-11-30,"NT",0,0
"4077","Lyssavirus infection (NEC)",2019-11-30,"NT",0,0
"4078","Ornithosis",2019-11-30,"NT",0,0
"4079","Q fever",2019-11-30,"NT",0,0
"4080","Tularaemia",2019-11-30,"NT",0,0
"4081","Hepatitis (NEC)",2019-10-31,"NT",0,0
"4082","Hepatitis B (newly acquired)",2019-10-31,"NT",0,0
"4083","Hepatitis B (unspecified)",2019-10-31,"NT",2,0.8
"4084","Hepatitis C (newly acquired)",2019-10-31,"NT",0,0
"4085","Hepatitis C (unspecified)",2019-10-31,"NT",8,3.3
"4086","Hepatitis D",2019-10-31,"NT",0,0
"4087","Botulism",2019-10-31,"NT",0,0
"4088","Campylobacteriosis",2019-10-31,"NT",34,13.8
"4089","Cryptosporidiosis",2019-10-31,"NT",7,2.8
"4090","Haemolytic uraemic syndrome (HUS)",2019-10-31,"NT",0,0
"4091","Hepatitis A",2019-10-31,"NT",0,0
"4092","Hepatitis E",2019-10-31,"NT",0,0
"4093","Listeriosis",2019-10-31,"NT",0,0
"4094","Paratyphoid",2019-10-31,"NT",0,0
"4095","STEC",2019-10-31,"NT",0,0
"4096","Salmonellosis",2019-10-31,"NT",41,16.7
"4097","Shigellosis",2019-10-31,"NT",27,11
"4098","Typhoid Fever",2019-10-31,"NT",0,0
"4099","Legionellosis",2019-10-31,"NT",0,0
"4100","Leprosy",2019-10-31,"NT",0,0
"4101","Meningococcal disease (invasive)",2019-10-31,"NT",0,0
"4102","Tuberculosis",2019-10-31,"NT",1,0.4
"4103","COVID-19",2019-10-31,"NT",0,0
"4104","Cholera",2019-10-31,"NT",0,0
"4105","Middle East respiratory syndrome coronavirus",2019-10-31,"NT",0,0
"4106","Plague",2019-10-31,"NT",0,0
"4107","Rabies",2019-10-31,"NT",0,0
"4108","Smallpox",2019-10-31,"NT",0,0
"4109","Viral haemorrhagic fever (NEC)",2019-10-31,"NT",0,0
"4110","Yellow fever",2019-10-31,"NT",0,0
"4111","Chlamydial infection",2019-10-31,"NT",272,110.5
"4112","Donovanosis",2019-10-31,"NT",0,0
"4113","Gonococcal infection",2019-10-31,"NT",107,43.5
"4114","Syphilis < 2 years",2019-10-31,"NT",27,11
"4115","Syphilis > 2 years or unspecified duration",2019-10-31,"NT",13,5.3
"4116","Syphilis congenital",2019-10-31,"NT",0,0
"4117","Diphtheria",2019-10-31,"NT",0,0
"4118","Haemophilus influenzae type b",2019-10-31,"NT",0,0
"4119","Influenza (laboratory confirmed)",2019-10-31,"NT",85,34.5
"4120","Measles",2019-10-31,"NT",1,0.4
"4121","Mumps",2019-10-31,"NT",0,0
"4122","Pertussis",2019-10-31,"NT",2,0.8
"4123","Pneumococcal disease (invasive)",2019-10-31,"NT",5,2
"4124","Poliovirus infection",2019-10-31,"NT",0,0
"4125","Rotavirus",2019-10-31,"NT",10,4.1
"4126","Rubella",2019-10-31,"NT",0,0
"4127","Rubella congenital",2019-10-31,"NT",0,0
"4128","Tetanus",2019-10-31,"NT",0,0
"4129","Varicella zoster (chickenpox)",2019-10-31,"NT",12,4.9
"4130","Varicella zoster (shingles)",2019-10-31,"NT",50,20.3
"4131","Varicella zoster (unspecified)",2019-10-31,"NT",0,0
"4132","Barmah Forest virus infection",2019-10-31,"NT",1,0.4
"4133","Chikungunya virus infection",2019-10-31,"NT",0,0
"4134","Dengue virus infection",2019-10-31,"NT",3,1.2
"4135","Flavivirus infection (unspecified)",2019-10-31,"NT",0,0
"4136","Japanese encephalitis virus infection",2019-10-31,"NT",0,0
"4137","Malaria",2019-10-31,"NT",0,0
"4138","Murray Valley encephalitis virus infection",2019-10-31,"NT",0,0
"4139","Ross River virus infection",2019-10-31,"NT",14,5.7
"4140","West Nile/Kunjin virus infection",2019-10-31,"NT",0,0
"4141","Anthrax",2019-10-31,"NT",0,0
"4142","Australian bat lyssavirus infection",2019-10-31,"NT",0,0
"4143","Brucellosis",2019-10-31,"NT",0,0
"4144","Leptospirosis",2019-10-31,"NT",0,0
"4145","Lyssavirus infection (NEC)",2019-10-31,"NT",0,0
"4146","Ornithosis",2019-10-31,"NT",0,0
"4147","Q fever",2019-10-31,"NT",1,0.4
"4148","Tularaemia",2019-10-31,"NT",0,0
"4149","Hepatitis (NEC)",2019-09-30,"NT",0,0
"4150","Hepatitis B (newly acquired)",2019-09-30,"NT",0,0
"4151","Hepatitis B (unspecified)",2019-09-30,"NT",5,2
"4152","Hepatitis C (newly acquired)",2019-09-30,"NT",1,0.4
"4153","Hepatitis C (unspecified)",2019-09-30,"NT",9,3.7
"4154","Hepatitis D",2019-09-30,"NT",0,0
"4155","Botulism",2019-09-30,"NT",0,0
"4156","Campylobacteriosis",2019-09-30,"NT",35,14.2
"4157","Cryptosporidiosis",2019-09-30,"NT",3,1.2
"4158","Haemolytic uraemic syndrome (HUS)",2019-09-30,"NT",0,0
"4159","Hepatitis A",2019-09-30,"NT",0,0
"4160","Hepatitis E",2019-09-30,"NT",0,0
"4161","Listeriosis",2019-09-30,"NT",0,0
"4162","Paratyphoid",2019-09-30,"NT",0,0
"4163","STEC",2019-09-30,"NT",0,0
"4164","Salmonellosis",2019-09-30,"NT",31,12.6
"4165","Shigellosis",2019-09-30,"NT",23,9.3
"4166","Typhoid Fever",2019-09-30,"NT",0,0
"4167","Legionellosis",2019-09-30,"NT",0,0
"4168","Leprosy",2019-09-30,"NT",0,0
"4169","Meningococcal disease (invasive)",2019-09-30,"NT",0,0
"4170","Tuberculosis",2019-09-30,"NT",0,0
"4171","COVID-19",2019-09-30,"NT",0,0
"4172","Cholera",2019-09-30,"NT",0,0
"4173","Middle East respiratory syndrome coronavirus",2019-09-30,"NT",0,0
"4174","Plague",2019-09-30,"NT",0,0
"4175","Rabies",2019-09-30,"NT",0,0
"4176","Smallpox",2019-09-30,"NT",0,0
"4177","Viral haemorrhagic fever (NEC)",2019-09-30,"NT",0,0
"4178","Yellow fever",2019-09-30,"NT",0,0
"4179","Chlamydial infection",2019-09-30,"NT",256,104
"4180","Donovanosis",2019-09-30,"NT",0,0
"4181","Gonococcal infection",2019-09-30,"NT",106,43.1
"4182","Syphilis < 2 years",2019-09-30,"NT",38,15.4
"4183","Syphilis > 2 years or unspecified duration",2019-09-30,"NT",13,5.3
"4184","Syphilis congenital",2019-09-30,"NT",0,0
"4185","Diphtheria",2019-09-30,"NT",0,0
"4186","Haemophilus influenzae type b",2019-09-30,"NT",0,0
"4187","Influenza (laboratory confirmed)",2019-09-30,"NT",132,53.6
"4188","Measles",2019-09-30,"NT",0,0
"4189","Mumps",2019-09-30,"NT",0,0
"4190","Pertussis",2019-09-30,"NT",1,0.4
"4191","Pneumococcal disease (invasive)",2019-09-30,"NT",2,0.8
"4192","Poliovirus infection",2019-09-30,"NT",0,0
"4193","Rotavirus",2019-09-30,"NT",0,0
"4194","Rubella",2019-09-30,"NT",0,0
"4195","Rubella congenital",2019-09-30,"NT",0,0
"4196","Tetanus",2019-09-30,"NT",0,0
"4197","Varicella zoster (chickenpox)",2019-09-30,"NT",12,4.9
"4198","Varicella zoster (shingles)",2019-09-30,"NT",45,18.3
"4199","Varicella zoster (unspecified)",2019-09-30,"NT",0,0
"4200","Barmah Forest virus infection",2019-09-30,"NT",0,0
"4201","Chikungunya virus infection",2019-09-30,"NT",0,0
"4202","Dengue virus infection",2019-09-30,"NT",2,0.8
"4203","Flavivirus infection (unspecified)",2019-09-30,"NT",0,0
"4204","Japanese encephalitis virus infection",2019-09-30,"NT",0,0
"4205","Malaria",2019-09-30,"NT",3,1.2
"4206","Murray Valley encephalitis virus infection",2019-09-30,"NT",0,0
"4207","Ross River virus infection",2019-09-30,"NT",8,3.3
"4208","West Nile/Kunjin virus infection",2019-09-30,"NT",0,0
"4209","Anthrax",2019-09-30,"NT",0,0
"4210","Australian bat lyssavirus infection",2019-09-30,"NT",0,0
"4211","Brucellosis",2019-09-30,"NT",0,0
"4212","Leptospirosis",2019-09-30,"NT",1,0.4
"4213","Lyssavirus infection (NEC)",2019-09-30,"NT",0,0
"4214","Ornithosis",2019-09-30,"NT",0,0
"4215","Q fever",2019-09-30,"NT",0,0
"4216","Tularaemia",2019-09-30,"NT",0,0
"4217","Hepatitis (NEC)",2019-08-31,"NT",0,0
"4218","Hepatitis B (newly acquired)",2019-08-31,"NT",0,0
"4219","Hepatitis B (unspecified)",2019-08-31,"NT",3,1.2
"4220","Hepatitis C (newly acquired)",2019-08-31,"NT",0,0
"4221","Hepatitis C (unspecified)",2019-08-31,"NT",7,2.8
"4222","Hepatitis D",2019-08-31,"NT",0,0
"4223","Botulism",2019-08-31,"NT",0,0
"4224","Campylobacteriosis",2019-08-31,"NT",35,14.2
"4225","Cryptosporidiosis",2019-08-31,"NT",9,3.7
"4226","Haemolytic uraemic syndrome (HUS)",2019-08-31,"NT",0,0
"4227","Hepatitis A",2019-08-31,"NT",0,0
"4228","Hepatitis E",2019-08-31,"NT",0,0
"4229","Listeriosis",2019-08-31,"NT",0,0
"4230","Paratyphoid",2019-08-31,"NT",0,0
"4231","STEC",2019-08-31,"NT",1,0.4
"4232","Salmonellosis",2019-08-31,"NT",22,8.9
"4233","Shigellosis",2019-08-31,"NT",17,6.9
"4234","Typhoid Fever",2019-08-31,"NT",1,0.4
"4235","Legionellosis",2019-08-31,"NT",0,0
"4236","Leprosy",2019-08-31,"NT",0,0
"4237","Meningococcal disease (invasive)",2019-08-31,"NT",0,0
"4238","Tuberculosis",2019-08-31,"NT",3,1.2
"4239","COVID-19",2019-08-31,"NT",0,0
"4240","Cholera",2019-08-31,"NT",0,0
"4241","Middle East respiratory syndrome coronavirus",2019-08-31,"NT",0,0
"4242","Plague",2019-08-31,"NT",0,0
"4243","Rabies",2019-08-31,"NT",0,0
"4244","Smallpox",2019-08-31,"NT",0,0
"4245","Viral haemorrhagic fever (NEC)",2019-08-31,"NT",0,0
"4246","Yellow fever",2019-08-31,"NT",0,0
"4247","Chlamydial infection",2019-08-31,"NT",258,104.8
"4248","Donovanosis",2019-08-31,"NT",0,0
"4249","Gonococcal infection",2019-08-31,"NT",99,40.2
"4250","Syphilis < 2 years",2019-08-31,"NT",38,15.4
"4251","Syphilis > 2 years or unspecified duration",2019-08-31,"NT",9,3.7
"4252","Syphilis congenital",2019-08-31,"NT",0,0
"4253","Diphtheria",2019-08-31,"NT",0,0
"4254","Haemophilus influenzae type b",2019-08-31,"NT",0,0
"4255","Influenza (laboratory confirmed)",2019-08-31,"NT",136,55.3
"4256","Measles",2019-08-31,"NT",0,0
"4257","Mumps",2019-08-31,"NT",0,0
"4258","Pertussis",2019-08-31,"NT",3,1.2
"4259","Pneumococcal disease (invasive)",2019-08-31,"NT",5,2
"4260","Poliovirus infection",2019-08-31,"NT",0,0
"4261","Rotavirus",2019-08-31,"NT",3,1.2
"4262","Rubella",2019-08-31,"NT",0,0
"4263","Rubella congenital",2019-08-31,"NT",0,0
"4264","Tetanus",2019-08-31,"NT",0,0
"4265","Varicella zoster (chickenpox)",2019-08-31,"NT",12,4.9
"4266","Varicella zoster (shingles)",2019-08-31,"NT",31,12.6
"4267","Varicella zoster (unspecified)",2019-08-31,"NT",0,0
"4268","Barmah Forest virus infection",2019-08-31,"NT",1,0.4
"4269","Chikungunya virus infection",2019-08-31,"NT",0,0
"4270","Dengue virus infection",2019-08-31,"NT",3,1.2
"4271","Flavivirus infection (unspecified)",2019-08-31,"NT",0,0
"4272","Japanese encephalitis virus infection",2019-08-31,"NT",0,0
"4273","Malaria",2019-08-31,"NT",2,0.8
"4274","Murray Valley encephalitis virus infection",2019-08-31,"NT",0,0
"4275","Ross River virus infection",2019-08-31,"NT",9,3.7
"4276","West Nile/Kunjin virus infection",2019-08-31,"NT",0,0
"4277","Anthrax",2019-08-31,"NT",0,0
"4278","Australian bat lyssavirus infection",2019-08-31,"NT",0,0
"4279","Brucellosis",2019-08-31,"NT",0,0
"4280","Leptospirosis",2019-08-31,"NT",0,0
"4281","Lyssavirus infection (NEC)",2019-08-31,"NT",0,0
"4282","Ornithosis",2019-08-31,"NT",0,0
"4283","Q fever",2019-08-31,"NT",0,0
"4284","Tularaemia",2019-08-31,"NT",0,0
"4285","Hepatitis (NEC)",2019-07-31,"NT",0,0
"4286","Hepatitis B (newly acquired)",2019-07-31,"NT",0,0
"4287","Hepatitis B (unspecified)",2019-07-31,"NT",6,2.4
"4288","Hepatitis C (newly acquired)",2019-07-31,"NT",0,0
"4289","Hepatitis C (unspecified)",2019-07-31,"NT",12,4.9
"4290","Hepatitis D",2019-07-31,"NT",0,0
"4291","Botulism",2019-07-31,"NT",0,0
"4292","Campylobacteriosis",2019-07-31,"NT",42,17.1
"4293","Cryptosporidiosis",2019-07-31,"NT",11,4.5
"4294","Haemolytic uraemic syndrome (HUS)",2019-07-31,"NT",0,0
"4295","Hepatitis A",2019-07-31,"NT",0,0
"4296","Hepatitis E",2019-07-31,"NT",0,0
"4297","Listeriosis",2019-07-31,"NT",0,0
"4298","Paratyphoid",2019-07-31,"NT",0,0
"4299","STEC",2019-07-31,"NT",0,0
"4300","Salmonellosis",2019-07-31,"NT",20,8.1
"4301","Shigellosis",2019-07-31,"NT",16,6.5
"4302","Typhoid Fever",2019-07-31,"NT",0,0
"4303","Legionellosis",2019-07-31,"NT",0,0
"4304","Leprosy",2019-07-31,"NT",0,0
"4305","Meningococcal disease (invasive)",2019-07-31,"NT",0,0
"4306","Tuberculosis",2019-07-31,"NT",3,1.2
"4307","COVID-19",2019-07-31,"NT",0,0
"4308","Cholera",2019-07-31,"NT",0,0
"4309","Middle East respiratory syndrome coronavirus",2019-07-31,"NT",0,0
"4310","Plague",2019-07-31,"NT",0,0
"4311","Rabies",2019-07-31,"NT",0,0
"4312","Smallpox",2019-07-31,"NT",0,0
"4313","Viral haemorrhagic fever (NEC)",2019-07-31,"NT",0,0
"4314","Yellow fever",2019-07-31,"NT",0,0
"4315","Chlamydial infection",2019-07-31,"NT",256,104
"4316","Donovanosis",2019-07-31,"NT",0,0
"4317","Gonococcal infection",2019-07-31,"NT",110,44.7
"4318","Syphilis < 2 years",2019-07-31,"NT",28,11.4
"4319","Syphilis > 2 years or unspecified duration",2019-07-31,"NT",8,3.3
"4320","Syphilis congenital",2019-07-31,"NT",0,0
"4321","Diphtheria",2019-07-31,"NT",0,0
"4322","Haemophilus influenzae type b",2019-07-31,"NT",1,0.4
"4323","Influenza (laboratory confirmed)",2019-07-31,"NT",158,64.2
"4324","Measles",2019-07-31,"NT",0,0
"4325","Mumps",2019-07-31,"NT",0,0
"4326","Pertussis",2019-07-31,"NT",4,1.6
"4327","Pneumococcal disease (invasive)",2019-07-31,"NT",6,2.4
"4328","Poliovirus infection",2019-07-31,"NT",0,0
"4329","Rotavirus",2019-07-31,"NT",8,3.3
"4330","Rubella",2019-07-31,"NT",0,0
"4331","Rubella congenital",2019-07-31,"NT",0,0
"4332","Tetanus",2019-07-31,"NT",0,0
"4333","Varicella zoster (chickenpox)",2019-07-31,"NT",9,3.7
"4334","Varicella zoster (shingles)",2019-07-31,"NT",32,13
"4335","Varicella zoster (unspecified)",2019-07-31,"NT",1,0.4
"4336","Barmah Forest virus infection",2019-07-31,"NT",1,0.4
"4337","Chikungunya virus infection",2019-07-31,"NT",0,0
"4338","Dengue virus infection",2019-07-31,"NT",2,0.8
"4339","Flavivirus infection (unspecified)",2019-07-31,"NT",0,0
"4340","Japanese encephalitis virus infection",2019-07-31,"NT",0,0
"4341","Malaria",2019-07-31,"NT",4,1.6
"4342","Murray Valley encephalitis virus infection",2019-07-31,"NT",0,0
"4343","Ross River virus infection",2019-07-31,"NT",10,4.1
"4344","West Nile/Kunjin virus infection",2019-07-31,"NT",0,0
"4345","Anthrax",2019-07-31,"NT",0,0
"4346","Australian bat lyssavirus infection",2019-07-31,"NT",0,0
"4347","Brucellosis",2019-07-31,"NT",0,0
"4348","Leptospirosis",2019-07-31,"NT",0,0
"4349","Lyssavirus infection (NEC)",2019-07-31,"NT",0,0
"4350","Ornithosis",2019-07-31,"NT",0,0
"4351","Q fever",2019-07-31,"NT",0,0
"4352","Tularaemia",2019-07-31,"NT",0,0
"4353","Hepatitis (NEC)",2019-06-30,"NT",0,0
"4354","Hepatitis B (newly acquired)",2019-06-30,"NT",2,0.8
"4355","Hepatitis B (unspecified)",2019-06-30,"NT",10,4.1
"4356","Hepatitis C (newly acquired)",2019-06-30,"NT",0,0
"4357","Hepatitis C (unspecified)",2019-06-30,"NT",12,4.9
"4358","Hepatitis D",2019-06-30,"NT",0,0
"4359","Botulism",2019-06-30,"NT",0,0
"4360","Campylobacteriosis",2019-06-30,"NT",35,14.2
"4361","Cryptosporidiosis",2019-06-30,"NT",12,4.9
"4362","Haemolytic uraemic syndrome (HUS)",2019-06-30,"NT",0,0
"4363","Hepatitis A",2019-06-30,"NT",1,0.4
"4364","Hepatitis E",2019-06-30,"NT",1,0.4
"4365","Listeriosis",2019-06-30,"NT",0,0
"4366","Paratyphoid",2019-06-30,"NT",0,0
"4367","STEC",2019-06-30,"NT",0,0
"4368","Salmonellosis",2019-06-30,"NT",28,11.4
"4369","Shigellosis",2019-06-30,"NT",26,10.6
"4370","Typhoid Fever",2019-06-30,"NT",0,0
"4371","Legionellosis",2019-06-30,"NT",0,0
"4372","Leprosy",2019-06-30,"NT",0,0
"4373","Meningococcal disease (invasive)",2019-06-30,"NT",2,0.8
"4374","Tuberculosis",2019-06-30,"NT",2,0.8
"4375","COVID-19",2019-06-30,"NT",0,0
"4376","Cholera",2019-06-30,"NT",0,0
"4377","Middle East respiratory syndrome coronavirus",2019-06-30,"NT",0,0
"4378","Plague",2019-06-30,"NT",0,0
"4379","Rabies",2019-06-30,"NT",0,0
"4380","Smallpox",2019-06-30,"NT",0,0
"4381","Viral haemorrhagic fever (NEC)",2019-06-30,"NT",0,0
"4382","Yellow fever",2019-06-30,"NT",0,0
"4383","Chlamydial infection",2019-06-30,"NT",233,94.7
"4384","Donovanosis",2019-06-30,"NT",0,0
"4385","Gonococcal infection",2019-06-30,"NT",111,45.1
"4386","Syphilis < 2 years",2019-06-30,"NT",28,11.4
"4387","Syphilis > 2 years or unspecified duration",2019-06-30,"NT",3,1.2
"4388","Syphilis congenital",2019-06-30,"NT",0,0
"4389","Diphtheria",2019-06-30,"NT",0,0
"4390","Haemophilus influenzae type b",2019-06-30,"NT",0,0
"4391","Influenza (laboratory confirmed)",2019-06-30,"NT",150,61
"4392","Measles",2019-06-30,"NT",0,0
"4393","Mumps",2019-06-30,"NT",0,0
"4394","Pertussis",2019-06-30,"NT",2,0.8
"4395","Pneumococcal disease (invasive)",2019-06-30,"NT",6,2.4
"4396","Poliovirus infection",2019-06-30,"NT",0,0
"4397","Rotavirus",2019-06-30,"NT",4,1.6
"4398","Rubella",2019-06-30,"NT",0,0
"4399","Rubella congenital",2019-06-30,"NT",0,0
"4400","Tetanus",2019-06-30,"NT",0,0
"4401","Varicella zoster (chickenpox)",2019-06-30,"NT",10,4.1
"4402","Varicella zoster (shingles)",2019-06-30,"NT",37,15
"4403","Varicella zoster (unspecified)",2019-06-30,"NT",1,0.4
"4404","Barmah Forest virus infection",2019-06-30,"NT",0,0
"4405","Chikungunya virus infection",2019-06-30,"NT",0,0
"4406","Dengue virus infection",2019-06-30,"NT",1,0.4
"4407","Flavivirus infection (unspecified)",2019-06-30,"NT",0,0
"4408","Japanese encephalitis virus infection",2019-06-30,"NT",0,0
"4409","Malaria",2019-06-30,"NT",2,0.8
"4410","Murray Valley encephalitis virus infection",2019-06-30,"NT",0,0
"4411","Ross River virus infection",2019-06-30,"NT",11,4.5
"4412","West Nile/Kunjin virus infection",2019-06-30,"NT",0,0
"4413","Anthrax",2019-06-30,"NT",0,0
"4414","Australian bat lyssavirus infection",2019-06-30,"NT",0,0
"4415","Brucellosis",2019-06-30,"NT",0,0
"4416","Leptospirosis",2019-06-30,"NT",0,0
"4417","Lyssavirus infection (NEC)",2019-06-30,"NT",0,0
"4418","Ornithosis",2019-06-30,"NT",0,0
"4419","Q fever",2019-06-30,"NT",0,0
"4420","Tularaemia",2019-06-30,"NT",0,0
"4421","Hepatitis (NEC)",2019-05-31,"NT",0,0
"4422","Hepatitis B (newly acquired)",2019-05-31,"NT",1,0.4
"4423","Hepatitis B (unspecified)",2019-05-31,"NT",7,2.8
"4424","Hepatitis C (newly acquired)",2019-05-31,"NT",1,0.4
"4425","Hepatitis C (unspecified)",2019-05-31,"NT",16,6.5
"4426","Hepatitis D",2019-05-31,"NT",1,0.4
"4427","Botulism",2019-05-31,"NT",0,0
"4428","Campylobacteriosis",2019-05-31,"NT",44,17.9
"4429","Cryptosporidiosis",2019-05-31,"NT",32,13
"4430","Haemolytic uraemic syndrome (HUS)",2019-05-31,"NT",0,0
"4431","Hepatitis A",2019-05-31,"NT",0,0
"4432","Hepatitis E",2019-05-31,"NT",1,0.4
"4433","Listeriosis",2019-05-31,"NT",0,0
"4434","Paratyphoid",2019-05-31,"NT",0,0
"4435","STEC",2019-05-31,"NT",0,0
"4436","Salmonellosis",2019-05-31,"NT",44,17.9
"4437","Shigellosis",2019-05-31,"NT",30,12.2
"4438","Typhoid Fever",2019-05-31,"NT",0,0
"4439","Legionellosis",2019-05-31,"NT",2,0.8
"4440","Leprosy",2019-05-31,"NT",0,0
"4441","Meningococcal disease (invasive)",2019-05-31,"NT",2,0.8
"4442","Tuberculosis",2019-05-31,"NT",1,0.4
"4443","COVID-19",2019-05-31,"NT",0,0
"4444","Cholera",2019-05-31,"NT",0,0
"4445","Middle East respiratory syndrome coronavirus",2019-05-31,"NT",0,0
"4446","Plague",2019-05-31,"NT",0,0
"4447","Rabies",2019-05-31,"NT",0,0
"4448","Smallpox",2019-05-31,"NT",0,0
"4449","Viral haemorrhagic fever (NEC)",2019-05-31,"NT",0,0
"4450","Yellow fever",2019-05-31,"NT",0,0
"4451","Chlamydial infection",2019-05-31,"NT",302,122.7
"4452","Donovanosis",2019-05-31,"NT",0,0
"4453","Gonococcal infection",2019-05-31,"NT",131,53.2
"4454","Syphilis < 2 years",2019-05-31,"NT",30,12.2
"4455","Syphilis > 2 years or unspecified duration",2019-05-31,"NT",7,2.8
"4456","Syphilis congenital",2019-05-31,"NT",0,0
"4457","Diphtheria",2019-05-31,"NT",0,0
"4458","Haemophilus influenzae type b",2019-05-31,"NT",0,0
"4459","Influenza (laboratory confirmed)",2019-05-31,"NT",233,94.7
"4460","Measles",2019-05-31,"NT",0,0
"4461","Mumps",2019-05-31,"NT",0,0
"4462","Pertussis",2019-05-31,"NT",3,1.2
"4463","Pneumococcal disease (invasive)",2019-05-31,"NT",3,1.2
"4464","Poliovirus infection",2019-05-31,"NT",0,0
"4465","Rotavirus",2019-05-31,"NT",5,2
"4466","Rubella",2019-05-31,"NT",0,0
"4467","Rubella congenital",2019-05-31,"NT",0,0
"4468","Tetanus",2019-05-31,"NT",0,0
"4469","Varicella zoster (chickenpox)",2019-05-31,"NT",7,2.8
"4470","Varicella zoster (shingles)",2019-05-31,"NT",30,12.2
"4471","Varicella zoster (unspecified)",2019-05-31,"NT",2,0.8
"4472","Barmah Forest virus infection",2019-05-31,"NT",0,0
"4473","Chikungunya virus infection",2019-05-31,"NT",0,0
"4474","Dengue virus infection",2019-05-31,"NT",6,2.4
"4475","Flavivirus infection (unspecified)",2019-05-31,"NT",0,0
"4476","Japanese encephalitis virus infection",2019-05-31,"NT",0,0
"4477","Malaria",2019-05-31,"NT",1,0.4
"4478","Murray Valley encephalitis virus infection",2019-05-31,"NT",0,0
"4479","Ross River virus infection",2019-05-31,"NT",18,7.3
"4480","West Nile/Kunjin virus infection",2019-05-31,"NT",0,0
"4481","Anthrax",2019-05-31,"NT",0,0
"4482","Australian bat lyssavirus infection",2019-05-31,"NT",0,0
"4483","Brucellosis",2019-05-31,"NT",0,0
"4484","Leptospirosis",2019-05-31,"NT",1,0.4
"4485","Lyssavirus infection (NEC)",2019-05-31,"NT",0,0
"4486","Ornithosis",2019-05-31,"NT",0,0
"4487","Q fever",2019-05-31,"NT",0,0
"4488","Tularaemia",2019-05-31,"NT",0,0
"4489","Hepatitis (NEC)",2019-04-30,"NT",0,0
"4490","Hepatitis B (newly acquired)",2019-04-30,"NT",0,0
"4491","Hepatitis B (unspecified)",2019-04-30,"NT",9,3.7
"4492","Hepatitis C (newly acquired)",2019-04-30,"NT",0,0
"4493","Hepatitis C (unspecified)",2019-04-30,"NT",15,6.1
"4494","Hepatitis D",2019-04-30,"NT",0,0
"4495","Botulism",2019-04-30,"NT",0,0
"4496","Campylobacteriosis",2019-04-30,"NT",34,13.8
"4497","Cryptosporidiosis",2019-04-30,"NT",13,5.3
"4498","Haemolytic uraemic syndrome (HUS)",2019-04-30,"NT",0,0
"4499","Hepatitis A",2019-04-30,"NT",0,0
"4500","Hepatitis E",2019-04-30,"NT",0,0
"4501","Listeriosis",2019-04-30,"NT",0,0
"4502","Paratyphoid",2019-04-30,"NT",0,0
"4503","STEC",2019-04-30,"NT",0,0
"4504","Salmonellosis",2019-04-30,"NT",36,14.6
"4505","Shigellosis",2019-04-30,"NT",31,12.6
"4506","Typhoid Fever",2019-04-30,"NT",0,0
"4507","Legionellosis",2019-04-30,"NT",0,0
"4508","Leprosy",2019-04-30,"NT",0,0
"4509","Meningococcal disease (invasive)",2019-04-30,"NT",0,0
"4510","Tuberculosis",2019-04-30,"NT",3,1.2
"4511","COVID-19",2019-04-30,"NT",0,0
"4512","Cholera",2019-04-30,"NT",1,0.4
"4513","Middle East respiratory syndrome coronavirus",2019-04-30,"NT",0,0
"4514","Plague",2019-04-30,"NT",0,0
"4515","Rabies",2019-04-30,"NT",0,0
"4516","Smallpox",2019-04-30,"NT",0,0
"4517","Viral haemorrhagic fever (NEC)",2019-04-30,"NT",0,0
"4518","Yellow fever",2019-04-30,"NT",0,0
"4519","Chlamydial infection",2019-04-30,"NT",273,110.9
"4520","Donovanosis",2019-04-30,"NT",0,0
"4521","Gonococcal infection",2019-04-30,"NT",116,47.1
"4522","Syphilis < 2 years",2019-04-30,"NT",22,8.9
"4523","Syphilis > 2 years or unspecified duration",2019-04-30,"NT",8,3.3
"4524","Syphilis congenital",2019-04-30,"NT",0,0
"4525","Diphtheria",2019-04-30,"NT",0,0
"4526","Haemophilus influenzae type b",2019-04-30,"NT",1,0.4
